"Gene ID","source_id","Product Description","Gene Type","Input ID","Gene Name or Symbol","Computed GO Component IDs","Computed GO Components","Computed GO Function IDs","Computed GO Functions","Computed GO Process IDs","Computed GO Processes","Curated GO Component IDs","Curated GO Components","Curated GO Function IDs","Curated GO Functions","Curated GO Process IDs","Curated GO Processes"
"TGME49_231850","TGME49_231850-t26_1","serine-threonine phosophatase 2C (PP2C)","protein coding gene","TGME49_031850","N/A","N/A","N/A","GO:0003824;GO:0004721;GO:0004722","catalytic activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0006470","protein dephosphorylation","GO:0005737;GO:0005634","cytoplasm;nucleus","N/A","N/A","N/A","N/A"
"TGME49_231960","TGME49_231960-t26_1","omega secalin, putative","protein coding gene","TGME49_031960","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_232000","TGME49_232000-t26_1","hypothetical protein","protein coding gene","TGME49_032000","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_232010","TGME49_232010-t26_1","protein phosphatase 2C domain-containing protein","protein coding gene","TGME49_032010","N/A","N/A","N/A","GO:0003824;GO:0043169;GO:0046872;GO:0004721;GO:0004722","catalytic activity;cation binding;metal ion binding;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0006470","protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_232340","TGME49_232340-t26_1","protein phosphatase 2C domain-containing protein","protein coding gene","TGME49_032340","N/A","N/A","N/A","GO:0003824;GO:0043169;GO:0046872;GO:0004721;GO:0004722","catalytic activity;cation binding;metal ion binding;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0006470","protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_232540","TGME49_232540-t26_1","FAD binding domain-containing protein","protein coding gene","TGME49_032540","N/A","GO:0016021","integral component of membrane","GO:0071949","FAD binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_232620","TGME49_232620-t26_1","hypothetical protein","protein coding gene","TGME49_032620","N/A","N/A","N/A","GO:0016791","phosphatase activity","GO:0016311","dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_233010","TGME49_233010-t26_1","cell-cycle-assocaited protein kinase ERK7, putative","protein coding gene","TGME49_033010","N/A","N/A","N/A","GO:0005524;GO:0004707;GO:0004672","ATP binding;MAP kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_233370","TGME49_233370-t26_1","hypothetical protein","protein coding gene","TGME49_033370","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_233530","TGME49_233530-t26_1","hypothetical protein","protein coding gene","TGME49_033530","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_233890","TGME49_233890-t26_1","hypothetical protein","protein coding gene","TGME49_033890","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_233905","TGME49_233905-t26_1","histone kinase SNF1, putative","protein coding gene","TGME49_033900","N/A","N/A","N/A","GO:0005524;GO:0004687;GO:0004672;GO:0004674","ATP binding;myosin light chain kinase activity;protein kinase activity;protein serine/threonine kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_233930","TGME49_233930-t26_1","CAF1 family ribonuclease","protein coding gene","TGME49_033930","N/A","GO:0005634","nucleus","GO:0003676;GO:0004535","nucleic acid binding;poly(A)-specific ribonuclease activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_234510","TGME49_234510-t26_1","ankyrin repeat-containing protein","protein coding gene","TGME49_034510","N/A","N/A","N/A","GO:0000062;GO:0005515","fatty-acyl-CoA binding;protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_234940","TGME49_234940-t26_1","hypothetical protein","protein coding gene","TGME49_034940","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_234950","TGME49_234950-t26_1","protein kinase (incomplete catalytic triad)","protein coding gene","TGME49_034950","N/A","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_235160","TGME49_235160-t26_1","hypothetical protein","protein coding gene","TGME49_035160","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_235370","TGME49_235370-t26_1","hypothetical protein","protein coding gene","TGME49_035370","N/A","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_235398","TGME49_235398-t26_1","hypothetical protein","protein coding gene","TGME49_035400","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_235402","TGME49_235402-t26_1","CorA family Mg2+ transporter protein","protein coding gene","TGME49_035400","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_235470","TGME49_235470-t26_1","myosin A","protein coding gene","TGME49_035470","N/A","GO:0016459","myosin complex","GO:0005524;GO:0003779;GO:0003774","ATP binding;actin binding;cytoskeletal motor activity","N/A","N/A","GO:0070258","inner membrane pellicle complex","N/A","N/A","N/A","N/A"
"TGME49_235620","TGME49_235620-t26_1","deoxyhypusine synthase","protein coding gene","TGME49_035620","N/A","N/A","N/A","GO:0034038","deoxyhypusine synthase activity","GO:0050983;GO:0008612","obsolete deoxyhypusine biosynthetic process from spermidine;peptidyl-lysine modification to peptidyl-hypusine","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_235720","TGME49_235720-t26_1","hypothetical protein","protein coding gene","TGME49_035720","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_236160","TGME49_236160-t26_1","hypothetical protein","protein coding gene","TGME49_036160","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_236190","TGME49_236190-t26_1","hypothetical protein","protein coding gene","TGME49_036190","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_236260","TGME49_236260-t26_1","protein phosphatase 2C domain-containing protein","protein coding gene","TGME49_036260","N/A","N/A","N/A","GO:0003824;GO:0004721;GO:0004722","catalytic activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0006470","protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_236400","TGME49_236400-t26_1","hypothetical protein","protein coding gene","TGME49_036400","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_236890","TGME49_236890-t26_1","hypothetical protein","protein coding gene","TGME49_036890","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_237070","TGME49_237070-t26_1","hypothetical protein","protein coding gene","TGME49_037070","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_237230","TGME49_237230-t26_1","hypothetical protein","protein coding gene","TGME49_037230","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_237250","TGME49_237250-t26_1","hypothetical protein","protein coding gene","TGME49_037250","N/A","GO:0005789;GO:0016021","endoplasmic reticulum membrane;integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_237500","TGME49_237500-t26_1","protein phosphatase 2C domain-containing protein","protein coding gene","TGME49_037500","N/A","N/A","N/A","GO:0003824;GO:0043169;GO:0046872;GO:0004721;GO:0004722","catalytic activity;cation binding;metal ion binding;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0006470","protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_237800","TGME49_237800-t26_1","dense granule protein GRA11","protein coding gene","TGME49_037800","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_237870","TGME49_237870-t26_1","FYVE zinc finger domain-containing protein","protein coding gene","TGME49_037870","N/A","N/A","N/A","GO:0046872","metal ion binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_237890","TGME49_237890-t26_1","calcium-dependent protein kinase CDPK4","protein coding gene","TGME49_037890","CDPK4","N/A","N/A","GO:0005524;GO:0005509;GO:0004687;GO:0003676;GO:0004672","ATP binding;calcium ion binding;myosin light chain kinase activity;nucleic acid binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_238020","TGME49_238020-t26_1","hypothetical protein","protein coding gene","TGME49_038020","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_238170","TGME49_238170-t26_1","hypothetical protein","protein coding gene","TGME49_038170","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_238870","TGME49_238870-t26_1","hypothetical protein","protein coding gene","TGME49_038870","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_238950","TGME49_238950-t26_1","fatty acyl-CoA desaturase, putative","protein coding gene","TGME49_038950","N/A","GO:0016021","integral component of membrane","GO:0016717;GO:0004768","oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water;stearoyl-CoA 9-desaturase activity","GO:0006633;GO:0006629;GO:0055114","fatty acid biosynthetic process;lipid metabolic process;obsolete oxidation-reduction process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239010","TGME49_239010-t26_1","hypothetical protein","protein coding gene","TGME49_039010","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239420","TGME49_239420-t26_1","protein kinase","protein coding gene","TGME49_039420","N/A","N/A","N/A","GO:0005524;GO:0004683;GO:0004687;GO:0004672","ATP binding;calmodulin-dependent protein kinase activity;myosin light chain kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239440","TGME49_239440-t26_1","protein kinase (incomplete catalytic triad)","protein coding gene","TGME49_039440","N/A","N/A","N/A","GO:0005524;GO:0004693;GO:0004672","ATP binding;cyclin-dependent protein serine/threonine kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239600","TGME49_239600-t26_1","rhoptry kinase family protein ROP23 (incomplete catalytic triad)","protein coding gene","TGME49_039600","ROP23","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239680","TGME49_239680-t26_1","hypothetical protein","protein coding gene","TGME49_039680","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239780","TGME49_239780-t26_1","hypothetical protein","protein coding gene","TGME49_039780","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239880","TGME49_239880-t26_1","hypothetical protein","protein coding gene","TGME49_039880","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_240090","TGME49_240090-t26_1","rhoptry kinase family protein ROP34, putative","protein coding gene","TGME49_040090","N/A","GO:0016021","integral component of membrane","GO:0005524;GO:0004703;GO:0004672","ATP binding;G protein-coupled receptor kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_240390","TGME49_240390-t26_1","calcium-dependent protein kinase","protein coding gene","TGME49_040390","N/A","N/A","N/A","GO:0005524;GO:0005509;GO:0004687;GO:0004672","ATP binding;calcium ion binding;myosin light chain kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_240580","TGME49_240580-t26_1","hypothetical protein","protein coding gene","TGME49_040580","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_240640","TGME49_240640-t26_1","casein kinase I","protein coding gene","TGME49_040640","N/A","N/A","N/A","GO:0005524;GO:0004672;GO:0004674","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_240860","TGME49_240860-t26_1","acyltransferase domain-containing protein","protein coding gene","TGME49_040860","N/A","GO:0016021","integral component of membrane","GO:0003841;GO:0016746","1-acylglycerol-3-phosphate O-acyltransferase activity;acyltransferase activity","GO:0008152","metabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_240970","TGME49_240970-t26_1","hypothetical protein","protein coding gene","TGME49_040970","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_241610","TGME49_241610-t26_1","hypothetical protein","protein coding gene","TGME49_041610","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_242100","TGME49_242100-t26_1","hypothetical protein","protein coding gene","TGME49_042100","N/A","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_242110","TGME49_242110-t26_1","rhoptry kinase family protein ROP38","protein coding gene","TGME49_042110","ROP38","N/A","N/A","GO:0005524;GO:0004687;GO:0004672","ATP binding;myosin light chain kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_242118","TGME49_242118-t26_1","myosin-light-chain kinase","protein coding gene","TGME49_042120","N/A","GO:0016021","integral component of membrane","GO:0005524;GO:0004687;GO:0004672","ATP binding;myosin light chain kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_242230","TGME49_242230-t26_1","rhoptry kinase family protein ROP29","protein coding gene","TGME49_042230","ROP29","GO:0016021","integral component of membrane","GO:0005524;GO:0004687;GO:0004672","ATP binding;myosin light chain kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_242240","TGME49_242240-t26_1","rhoptry kinase family protein ROP19A","protein coding gene","TGME49_042240","ROP19A","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_242250","TGME49_242250-t26_1","rhoptry kinase family protein ROP19B","protein coding gene","TGME49_042250","ROP19B","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_242320","TGME49_242320-t26_1","B-box zinc finger domain-containing protein","protein coding gene","TGME49_042320","N/A","GO:0005622","intracellular anatomical structure","GO:0008270","zinc ion binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_242400","TGME49_242400-t26_1","calcium-dependent protein kinase CDPK2B","protein coding gene","TGME49_042400","CDPK2B","N/A","N/A","GO:0005524;GO:0005509;GO:0004683;GO:0004672","ATP binding;calcium ion binding;calmodulin-dependent protein kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_243290","TGME49_243290-t26_1","hypothetical protein","protein coding gene","TGME49_043290","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_243340","TGME49_243340-t26_1","atypical MEK-related kinase (incomplete catalytic triad)","protein coding gene","TGME49_043340","N/A","N/A","N/A","GO:0005524;GO:0004683;GO:0004672","ATP binding;calmodulin-dependent protein kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_243470","TGME49_243470-t26_1","hypothetical protein","protein coding gene","TGME49_043470","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_243580","TGME49_243580-t26_1","Hit family protein involved in cell-cycle regulation, putative","protein coding gene","TGME49_043580","N/A","N/A","N/A","GO:0047710;GO:0003824","bis(5'-adenosyl)-triphosphatase activity;catalytic activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_243780","TGME49_243780-t26_1","hypothetical protein","protein coding gene","TGME49_043780","N/A","GO:0042025","host cell nucleus","GO:0016538","cyclin-dependent protein serine/threonine kinase regulator activity","GO:0006357","regulation of transcription by RNA polymerase II","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_243930","TGME49_243930-t26_1","hypothetical protein","protein coding gene","TGME49_043930","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_243990","TGME49_243990-t26_1","Dullard family phosphatase domain-containing protein","protein coding gene","TGME49_043990","N/A","N/A","N/A","GO:0004721;GO:0005515","phosphoprotein phosphatase activity;protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244080","TGME49_244080-t26_1","hypothetical protein","protein coding gene","TGME49_044080","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244170","TGME49_244170-t26_1","hypothetical protein","protein coding gene","TGME49_044170","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244200","TGME49_244200-t26_1","2-oxoglutarate dehydrogenase e1 component, mitochondrial precursor, putative","protein coding gene","TGME49_044200","N/A","N/A","N/A","GO:0016624;GO:0004591;GO:0030976","oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor;oxoglutarate dehydrogenase (succinyl-transferring) activity;thiamine pyrophosphate binding","GO:0008152;GO:0055114;GO:0006099","metabolic process;obsolete oxidation-reduction process;tricarboxylic acid cycle","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244230","TGME49_244230-t26_1","hypothetical protein","protein coding gene","TGME49_044230","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244240","TGME49_244240-t26_1","hypothetical protein","protein coding gene","TGME49_044240","N/A","N/A","N/A","GO:0008168;GO:0003676","methyltransferase activity;nucleic acid binding","GO:0032259","methylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244450","TGME49_244450-t26_1","protein phosphatase 2C domain-containing protein","protein coding gene","TGME49_044450","N/A","N/A","N/A","GO:0003824;GO:0004721;GO:0004722","catalytic activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0006470","protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244520","TGME49_244520-t26_1","glycosyl transferase, group 4 family protein","protein coding gene","TGME49_044520","N/A","GO:0016021","integral component of membrane","GO:0003975;GO:0008963","UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity;phospho-N-acetylmuramoyl-pentapeptide-transferase activity","GO:0006488;GO:0006487","dolichol-linked oligosaccharide biosynthetic process;protein N-linked glycosylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244550","TGME49_244550-t26_1","hypothetical protein","protein coding gene","TGME49_044550","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244560","TGME49_244560-t26_1","heat shock protein 90, putative","protein coding gene","TGME49_044560","N/A","N/A","N/A","GO:0005524;GO:0051082","ATP binding;unfolded protein binding","GO:0006457;GO:0006950","protein folding;response to stress","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244600","TGME49_244600-t26_1","hypothetical protein","protein coding gene","TGME49_044600","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244680","TGME49_244680-t26_1","hypothetical protein","protein coding gene","TGME49_044680","N/A","N/A","N/A","GO:0003723;GO:0004000","RNA binding;adenosine deaminase activity","GO:0006396","RNA processing","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_245580","TGME49_245580-t26_1","hypothetical protein","protein coding gene","TGME49_045580","N/A","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_245640","TGME49_245640-t26_1","hypothetical protein","protein coding gene","TGME49_045640","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_245660","TGME49_245660-t26_1","hypothetical protein","protein coding gene","TGME49_045660","N/A","N/A","N/A","GO:0003676;GO:0061630;GO:0008270","nucleic acid binding;ubiquitin protein ligase activity;zinc ion binding","GO:0006397;GO:0016567","mRNA processing;protein ubiquitination","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_245770","TGME49_245770-t26_1","hypothetical protein","protein coding gene","TGME49_045770","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_246340","TGME49_246340-t26_1","DnaJ domain-containing protein","protein coding gene","TGME49_046340","N/A","GO:0016021","integral component of membrane","GO:0031072","heat shock protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_246450","TGME49_246450-t26_1","hypothetical protein","protein coding gene","TGME49_046450","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_246700","TGME49_246700-t26_1","hypothetical protein","protein coding gene","TGME49_046700","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_246920","TGME49_246920-t26_1","glutathione reductase","protein coding gene","TGME49_046920","N/A","GO:0005737;GO:0005623","cytoplasm;obsolete cell","GO:0050661;GO:0050660;GO:0004362;GO:0016491;GO:0016668","NADP binding;flavin adenine dinucleotide binding;glutathione-disulfide reductase (NADPH) activity;oxidoreductase activity;oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor","GO:0045454;GO:0006749;GO:0055114","cell redox homeostasis;glutathione metabolic process;obsolete oxidation-reduction process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_247400","TGME49_247400-t26_1","hypothetical protein","protein coding gene","TGME49_047400","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_247530","TGME49_247530-t26_1","hypothetical protein","protein coding gene","TGME49_047530","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_247680","TGME49_247680-t26_1","hypothetical protein","protein coding gene","TGME49_047680","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_247710","TGME49_247710-t26_1","casein kinase I","protein coding gene","TGME49_047710","N/A","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_247940","TGME49_247940-t26_1","hypothetical protein","protein coding gene","TGME49_047940","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_248130","TGME49_248130-t26_1","hypothetical protein","protein coding gene","TGME49_048130","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_248140","TGME49_248140-t26_1","hypothetical protein","protein coding gene","TGME49_048140","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_248320","TGME49_248320-t26_1","carrier superfamily protein","protein coding gene","TGME49_048320","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_248500","TGME49_248500-t26_1","hypothetical protein","protein coding gene","TGME49_048500","N/A","GO:0005643","nuclear pore","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_248510","TGME49_248510-t26_1","hypothetical protein","protein coding gene","TGME49_048510","N/A","GO:0000347","THO complex","N/A","N/A","GO:0006406;GO:0006397","mRNA export from nucleus;mRNA processing","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_248730","TGME49_248730-t26_1","hypothetical protein","protein coding gene","TGME49_048730","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_248890","TGME49_248890-t26_1","actin-like protein ALP3b","protein coding gene","TGME49_048890","ALP3B","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_249260","TGME49_249260-t26_1","cell-cycle-associated protein kinase CDK, putative","protein coding gene","TGME49_049260","N/A","N/A","N/A","GO:0005524;GO:0004707;GO:0004693;GO:0004672","ATP binding;MAP kinase activity;cyclin-dependent protein serine/threonine kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_249390","TGME49_249390-t26_1","glutamate/leucine/phenylalanine/valine dehydrogenase family protein","protein coding gene","TGME49_049390","N/A","N/A","N/A","GO:0004352;GO:0016491","glutamate dehydrogenase (NAD+) activity;oxidoreductase activity","GO:0006520;GO:0055114","cellular amino acid metabolic process;obsolete oxidation-reduction process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_249470","TGME49_249470-t26_1","Rhoptry kinase family protein, truncated (incomplete catalytic triad)","protein coding gene","TGME49_049470","N/A","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_249650","TGME49_249650-t26_1","apolipoprotein A-I binding protein, putative","protein coding gene","TGME49_049650","N/A","N/A","N/A","GO:0052856;GO:0052857;GO:0046872;GO:0000166","NADHX epimerase activity;NADPHX epimerase activity;metal ion binding;nucleotide binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_249690","TGME49_249690-t26_1","hypothetical protein","protein coding gene","TGME49_049690","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_250050","TGME49_250050-t26_1","hypothetical protein","protein coding gene","TGME49_050050","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
