"Gene ID","source_id","Product Description","Gene Type","Input ID","Gene Name or Symbol","Computed GO Component IDs","Computed GO Components","Computed GO Function IDs","Computed GO Functions","Computed GO Process IDs","Computed GO Processes","Curated GO Component IDs","Curated GO Components","Curated GO Function IDs","Curated GO Functions","Curated GO Process IDs","Curated GO Processes"
"TGME49_251180","TGME49_251180-t26_1","KRUF family protein","protein coding gene","TGME49_251180","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251390","TGME49_251390-t26_1","rieske [2fe-2s] domain-containing protein","protein coding gene","TGME49_251390","N/A","N/A","N/A","GO:0051537;GO:0016491","2 iron, 2 sulfur cluster binding;oxidoreductase activity","GO:0055114","obsolete oxidation-reduction process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251400","TGME49_251400-t26_1","hypothetical protein","protein coding gene","TGME49_251400","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251410","TGME49_251410-t26_1","tetratricopeptide repeat-containing protein","protein coding gene","TGME49_251410","N/A","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251420","TGME49_251420-t26_1","hypothetical protein","protein coding gene","TGME49_251420","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251430","TGME49_251430-t26_1","hypothetical protein","protein coding gene","TGME49_251430","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251440","TGME49_251440-t26_1","troponin c, isotype gamma, putative","protein coding gene","TGME49_251440","N/A","N/A","N/A","GO:0005509","calcium ion binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251450","TGME49_251450-t26_1","hypothetical protein","protein coding gene","TGME49_251450","N/A","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251460","TGME49_251460-t26_1","hypothetical protein","protein coding gene","TGME49_251460","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251470","TGME49_251470-t26_1","hypothetical protein","protein coding gene","TGME49_251470","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251480","TGME49_251480-t26_1","DEAD/DEAH box helicase domain-containing protein","protein coding gene","TGME49_251480","N/A","N/A","N/A","GO:0005524;GO:0003723;GO:0003724;GO:0004386;GO:0003676","ATP binding;RNA binding;RNA helicase activity;helicase activity;nucleic acid binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251490","TGME49_251490-t26_1","ACR, COG2135 domain-containing protein","protein coding gene","TGME49_251490","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251500","TGME49_251500-t26_1","eukaryotic initiation factor-3, subunit 3, putative","protein coding gene","TGME49_251500","N/A","GO:0005737;GO:0016282;GO:0033290;GO:0005852","cytoplasm;eukaryotic 43S preinitiation complex;eukaryotic 48S preinitiation complex;eukaryotic translation initiation factor 3 complex","GO:0005515;GO:0003743","protein binding;translation initiation factor activity","GO:0001732","formation of cytoplasmic translation initiation complex","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251510","TGME49_251510-t26_1","Ulp1 protease family, C-terminal catalytic domain-containing protein","protein coding gene","TGME49_251510","N/A","N/A","N/A","GO:0008234","cysteine-type peptidase activity","GO:0006508","proteolysis","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251520","TGME49_251520-t26_1","hypothetical protein","protein coding gene","TGME49_251520","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251530","TGME49_251530-t26_1","hypothetical protein","protein coding gene","TGME49_251530","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251540","TGME49_251540-t26_1","dense granule protein GRA9","protein coding gene","TGME49_251540","GRA9","N/A","N/A","N/A","N/A","N/A","N/A","GO:0045177;GO:0020003","apical part of cell;symbiont-containing vacuole","N/A","N/A","N/A","N/A"
"TGME49_251550","TGME49_251550-t26_1","acyl-coa-binding protein","protein coding gene","TGME49_251550","N/A","N/A","N/A","GO:0000062","fatty-acyl-CoA binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251560","TGME49_251560-t26_1","hypothetical protein","protein coding gene","TGME49_251560","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251570","TGME49_251570-t26_1","CAAX amino terminal protease family protein","protein coding gene","TGME49_251570","N/A","GO:0016021;GO:0016020","integral component of membrane;membrane","GO:0004197","cysteine-type endopeptidase activity","GO:0071586","CAAX-box protein processing","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251580","TGME49_251580-t26_1","hypothetical protein","protein coding gene","TGME49_251580","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251590","TGME49_251590-t26_1","hypothetical protein","protein coding gene","TGME49_251590","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251600","TGME49_251600-t26_1","IMP4 family U3 small nucleolar ribonucleoprotein (snoRNP), putative","protein coding gene","TGME49_251600","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251610","TGME49_251610-t26_1","hypothetical protein","protein coding gene","TGME49_251610","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251620","TGME49_251620-t26_1","flap structure-specific endonuclease 1, putative","protein coding gene","TGME49_251620","N/A","GO:0005739;GO:0005730;GO:0005654","mitochondrion;nucleolus;nucleoplasm","GO:0008409;GO:0017108;GO:0003677;GO:0003824;GO:0016788;GO:0000287;GO:0004518","5'-3' exonuclease activity;5'-flap endonuclease activity;DNA binding;catalytic activity;hydrolase activity, acting on ester bonds;magnesium ion binding;nuclease activity","GO:0006281;GO:0006260;GO:0043137;GO:0006284","DNA repair;DNA replication;DNA replication, removal of RNA primer;base-excision repair","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251630","TGME49_251630-t26_1","slc30a2 protein","protein coding gene","TGME49_251630","N/A","GO:0016021","integral component of membrane","GO:0008324","cation transmembrane transporter activity","GO:0006812;GO:0055085","cation transport;transmembrane transport","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251640","TGME49_251640-t26_1","ubiquitin-conjugating enzyme subfamily protein","protein coding gene","TGME49_251640","N/A","GO:0016021","integral component of membrane","GO:0016881;GO:0016874;GO:0004842","acid-amino acid ligase activity;ligase activity;ubiquitin-protein transferase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251650","TGME49_251650-t26_1","hypothetical protein","protein coding gene","TGME49_251650","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251660","TGME49_251660-t26_1","hypothetical protein","protein coding gene","TGME49_251660","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251665","TGME49_251665-t26_1","hypothetical protein","protein coding gene","TGME49_251665","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251670","TGME49_251670-t26_1","werner helicase interacting protein 1, putative","protein coding gene","TGME49_251670","N/A","N/A","N/A","GO:0005524;GO:0016887;GO:0003677;GO:0003887;GO:0009378;GO:0004386","ATP binding;ATP hydrolysis activity;DNA binding;DNA-directed DNA polymerase activity;four-way junction helicase activity;helicase activity","GO:0006310;GO:0006281;GO:0006260","DNA recombination;DNA repair;DNA replication","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251680","TGME49_251680-t26_1","histamine-releasing factor, putative","protein coding gene","TGME49_251680","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251690","TGME49_251690-t26_1","seryl-tRNA synthetase, cytoplasmic, putative","protein coding gene","TGME49_251690","N/A","GO:0005737","cytoplasm","GO:0005524;GO:0004812;GO:0000166;GO:0004828","ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity","GO:0006434;GO:0006418","seryl-tRNA aminoacylation;tRNA aminoacylation for protein translation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251700","TGME49_251700-t26_1","tRNA-Val","ncRNA gene","TGME49_251700","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251710","TGME49_251710-t26_1","hypothetical protein","protein coding gene","TGME49_251710","N/A","GO:0000139;GO:0005801;GO:0016021","Golgi membrane;cis-Golgi network;integral component of membrane","N/A","N/A","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251730","TGME49_251730-t26_1","hypothetical protein","protein coding gene","TGME49_251730","N/A","GO:0017119","Golgi transport complex","N/A","N/A","GO:0006891","intra-Golgi vesicle-mediated transport","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251740","TGME49_251740-t26_1","AP2 domain transcription factor AP2XII-9","protein coding gene","TGME49_251740","AP2XII9","N/A","N/A","GO:0003700","DNA-binding transcription factor activity","GO:0006355","regulation of transcription, DNA-templated","GO:0005634","nucleus","N/A","N/A","N/A","N/A"
"TGME49_251750","TGME49_251750-t26_1","MORN repeat-containing protein","protein coding gene","TGME49_251750","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251760","TGME49_251760-t26_1","subunit of proteaseome activator complex, putative","protein coding gene","TGME49_251760","N/A","GO:0008537","proteasome activator complex","GO:0008233","peptidase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251770","TGME49_251770-t26_1","hypothetical protein","protein coding gene","TGME49_251770","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251780","TGME49_251780-t26_1","heat shock protein","protein coding gene","TGME49_251780","N/A","N/A","N/A","GO:0005524;GO:0016887;GO:0051082","ATP binding;ATP hydrolysis activity;unfolded protein binding","GO:0006457","protein folding","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251790","TGME49_251790-t26_1","hypothetical protein","protein coding gene","TGME49_251790","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251800","TGME49_251800-t26_1","hypothetical protein","protein coding gene","TGME49_251800","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251810","TGME49_251810-t26_1","translation initiation factor eIF-5A, putative","protein coding gene","TGME49_251810","N/A","N/A","N/A","GO:0003723;GO:0043022;GO:0003746;GO:0003743","RNA binding;ribosome binding;translation elongation factor activity;translation initiation factor activity","GO:0045901;GO:0045905;GO:0006452","positive regulation of translational elongation;positive regulation of translational termination;translational frameshifting","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251820","TGME49_251820-t26_1","hypothetical protein","protein coding gene","TGME49_251820","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251830","TGME49_251830-t26_1","hypothetical protein","protein coding gene","TGME49_251830","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251840","TGME49_251840-t26_1","hypothetical protein","protein coding gene","TGME49_251840","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251850","TGME49_251850-t26_1","serine/threonine protein phosphatase","protein coding gene","TGME49_251850","N/A","N/A","N/A","GO:0005509;GO:0016787;GO:0004721;GO:0005515","calcium ion binding;hydrolase activity;phosphoprotein phosphatase activity;protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251855","TGME49_251855-t26_1","hypothetical protein","protein coding gene","TGME49_251855","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251857","TGME49_251857-t26_1","hypothetical protein","protein coding gene","TGME49_251857","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251870","TGME49_251870-t26_1","histone H2Bb","protein coding gene","TGME49_251870","N/A","GO:0000786;GO:0005634","nucleosome;nucleus","GO:0003677;GO:0046982","DNA binding;protein heterodimerization activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251880","TGME49_251880-t26_1","tRNA synthetases class I family protein","protein coding gene","TGME49_251880","N/A","GO:0005737","cytoplasm","GO:0005524;GO:0004812;GO:0000166;GO:0004831","ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tyrosine-tRNA ligase activity","GO:0006418","tRNA aminoacylation for protein translation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251885","TGME49_251885-t26_1","hypothetical protein","protein coding gene","TGME49_251885","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251890","TGME49_251890-t26_1","hypothetical protein","protein coding gene","TGME49_251890","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251920","TGME49_251920-t26_1","hypothetical protein","protein coding gene","TGME49_251920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251930","TGME49_251930-t26_1","enoyl-acyl carrier reductase ENR","protein coding gene","TGME49_251930","ENR","N/A","N/A","GO:0004318;GO:0016631","enoyl-[acyl-carrier-protein] reductase (NADH) activity;enoyl-[acyl-carrier-protein] reductase activity","GO:0006633;GO:0055114","fatty acid biosynthetic process;obsolete oxidation-reduction process","GO:0020011","apicoplast","N/A","N/A","N/A","N/A"
"TGME49_251940","TGME49_251940-t26_1","leucine rich repeat-containing protein","protein coding gene","TGME49_251940","N/A","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251950","TGME49_251950-t26_1","ribosomal protein l7/l12 c-terminal domain-containing protein","protein coding gene","TGME49_251950","N/A","GO:0005622;GO:0005840","intracellular anatomical structure;ribosome","GO:0003735","structural constituent of ribosome","GO:0006412","translation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251958","TGME49_251958-t26_1","SAG-related sequence SRS59B","protein coding gene","TGME49_251958","SRS59B","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251962","TGME49_251962-t26_1","SAG-related sequence SRS59K","protein coding gene","TGME49_251962","SRS59K","GO:0016021;GO:0016020","integral component of membrane;membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252065","TGME49_252065-t26_1","KRUF family protein","protein coding gene","TGME49_252065","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252070","TGME49_252070-t26_1","KRUF family protein","protein coding gene","TGME49_252070","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252080","TGME49_252080-t26_1","hypothetical protein","protein coding gene","TGME49_252080","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252090","TGME49_252090-t26_1","hypothetical protein","protein coding gene","TGME49_252090","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252190","TGME49_252190-t26_1","KRUF family protein","protein coding gene","TGME49_252190","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252200","TGME49_252200-t26_1","cell cycle regulator with zn-finger domain-containing protein","protein coding gene","TGME49_252200","N/A","GO:0016021","integral component of membrane","GO:0016409;GO:0019706;GO:0008270","palmitoyltransferase activity;protein-cysteine S-palmitoyltransferase activity;zinc ion binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252210","TGME49_252210-t26_1","pentatricopeptide repeat domain-containing protein","protein coding gene","TGME49_252210","N/A","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252220","TGME49_252220-t26_1","tetratricopeptide repeat domain containing protein","protein coding gene","TGME49_252220","N/A","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252230","TGME49_252230-t26_1","hypothetical protein","protein coding gene","TGME49_252230","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252250","TGME49_252250-t26_1","ATPase, AAA family protein","protein coding gene","TGME49_252250","N/A","N/A","N/A","GO:0005524","ATP binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252255","TGME49_252255-t26_1","hypothetical protein","protein coding gene","TGME49_252255","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252260","TGME49_252260-t26_1","hypothetical protein","protein coding gene","TGME49_252260","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252270","TGME49_252270-t26_1","L1P family of ribosomal protein","protein coding gene","TGME49_252270","N/A","GO:0015934;GO:0005840","large ribosomal subunit;ribosome","GO:0003723;GO:0003735","RNA binding;structural constituent of ribosome","GO:0006412","translation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252280","TGME49_252280-t26_1","hypothetical protein","protein coding gene","TGME49_252280","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252290","TGME49_252290-t26_1","importin alpha, putative","protein coding gene","TGME49_252290","N/A","GO:0005737;GO:0042025;GO:0005634","cytoplasm;host cell nucleus;nucleus","GO:0061608;GO:0008565;GO:0005515","nuclear import signal receptor activity;obsolete protein transporter activity;protein binding","GO:0006606","protein import into nucleus","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252295","TGME49_252295-t26_1","hypothetical protein","protein coding gene","TGME49_252295","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252310","TGME49_252310-t26_1","hypothetical protein","protein coding gene","TGME49_252310","N/A","N/A","N/A","GO:0046982","protein heterodimerization activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252320","TGME49_252320-t26_1","Sas10/Utp3/C1D family protein","protein coding gene","TGME49_252320","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252340","TGME49_252340-t26_1","hypothetical protein","protein coding gene","TGME49_252340","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252350","TGME49_252350-t26_1","hypothetical protein","protein coding gene","TGME49_252350","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252360","TGME49_252360-t26_1","rhoptry kinase family protein ROP24 (incomplete catalytic triad)","protein coding gene","TGME49_252360","ROP24","N/A","N/A","GO:0005524;GO:0004683;GO:0004672","ATP binding;calmodulin-dependent protein kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252370","TGME49_252370-t26_1","AP2 domain transcription factor AP2III-1","protein coding gene","TGME49_252370","AP2III1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252380","TGME49_252380-t26_1","hypothetical protein","protein coding gene","TGME49_252380","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252385","TGME49_252385-t26_1","hypothetical protein","protein coding gene","TGME49_252385","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252390","TGME49_252390-t26_1","hypothetical protein","protein coding gene","TGME49_252390","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252395","TGME49_252395-t26_1","hypothetical protein","protein coding gene","TGME49_252395","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252400","TGME49_252400-t26_1","HIT zinc finger protein","protein coding gene","TGME49_252400","N/A","N/A","N/A","GO:0046872","metal ion binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252410","TGME49_252410-t26_1","hypothetical protein","protein coding gene","TGME49_252410","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252420","TGME49_252420-t26_1","histone arginine methyltransferase PRMT3","protein coding gene","TGME49_252420","PMRT3","GO:0005737","cytoplasm","GO:0008469;GO:0008168;GO:0008276;GO:0016274","histone-arginine N-methyltransferase activity;methyltransferase activity;protein methyltransferase activity;protein-arginine N-methyltransferase activity","GO:0008152;GO:0018216;GO:0006479","metabolic process;peptidyl-arginine methylation;protein methylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252430","TGME49_252430-t26_1","hypothetical protein","protein coding gene","TGME49_252430","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252440","TGME49_252440-t26_1","peptidase c13 family protein","protein coding gene","TGME49_252440","N/A","GO:0042765","GPI-anchor transamidase complex","GO:0003923;GO:0004197;GO:0008233","GPI-anchor transamidase activity;cysteine-type endopeptidase activity;peptidase activity","GO:0016255;GO:0006508","attachment of GPI anchor to protein;proteolysis","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252450","TGME49_252450-t26_1","hypothetical protein","protein coding gene","TGME49_252450","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252465","TGME49_252465-t26_1","radical SAM domain-containing protein","protein coding gene","TGME49_252465","N/A","N/A","N/A","GO:0008173;GO:0003824;GO:0051536","RNA methyltransferase activity;catalytic activity;iron-sulfur cluster binding","GO:0006364","rRNA processing","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252480","TGME49_252480-t26_1","hypothetical protein","protein coding gene","TGME49_252480","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252490","TGME49_252490-t26_1","vacuolar protein sorting 29, putative","protein coding gene","TGME49_252490","N/A","GO:0005829;GO:0030904","cytosol;retromer complex","GO:0016787;GO:0004647","hydrolase activity;phosphoserine phosphatase activity","GO:0042147","retrograde transport, endosome to Golgi","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252500","TGME49_252500-t26_1","polo kinase","protein coding gene","TGME49_252500","N/A","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252510","TGME49_252510-t26_1","hypothetical protein","protein coding gene","TGME49_252510","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252630","TGME49_252630-t26_1","hypothetical protein","protein coding gene","TGME49_252630","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252860","TGME49_252860-t26_1","hypothetical protein","protein coding gene","TGME49_252860","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252870","TGME49_252870-t26_1","hypothetical protein","protein coding gene","TGME49_252870","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252880","TGME49_252880-t26_1","hypothetical protein","protein coding gene","TGME49_252880","N/A","N/A","N/A","N/A","N/A","GO:0007186","G protein-coupled receptor signaling pathway","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252890","TGME49_252890-t26_1","hypothetical protein","protein coding gene","TGME49_252890","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252990","TGME49_252990-t26_1","hypothetical protein","protein coding gene","TGME49_252990","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253000","TGME49_253000-t26_1","ELMO/CED-12 family protein","protein coding gene","TGME49_253000","N/A","GO:0005856","cytoskeleton","N/A","N/A","GO:0006909","phagocytosis","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253020","TGME49_253020-t26_1","hypothetical protein","protein coding gene","TGME49_253020","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253030","TGME49_253030-t26_1","glycosyl hydrolase, family 31 protein","protein coding gene","TGME49_253030","N/A","GO:0016021","integral component of membrane","GO:0033919;GO:0004553","glucan 1,3-alpha-glucosidase activity;hydrolase activity, hydrolyzing O-glycosyl compounds","GO:0005975","carbohydrate metabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253035","TGME49_253035-t26_1","hypothetical protein","protein coding gene","TGME49_253035","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253040","TGME49_253040-t26_1","actin-related protein ARP4A","protein coding gene","TGME49_253040","ARP4A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253050","TGME49_253050-t26_1","hypothetical protein","protein coding gene","TGME49_253050","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253060","TGME49_253060-t26_1","WD domain, G-beta repeat-containing protein","protein coding gene","TGME49_253060","N/A","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253070","TGME49_253070-t26_1","hydrolase, TatD family protein","protein coding gene","TGME49_253070","N/A","N/A","N/A","GO:0016888;GO:0016788","endodeoxyribonuclease activity, producing 5'-phosphomonoesters;hydrolase activity, acting on ester bonds","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253080","TGME49_253080-t26_1","hypothetical protein","protein coding gene","TGME49_253080","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
